stat_id,eshcol,pop_thou
910033,12.0,3.2
910034,12.0,2.8
910041,12.0,5.0
910042,12.0,5.1
910043,12.0,3.6
92001,10.0,4.5
92002,9.0,2.4
92003,7.0,5.8
92004,6.0,4.3
93001,18.0,2.3
93002,15.0,5.7
93003,18.0,4.8
93004,8.0,5.5
94001,12.0,3.4
94002,,
94003,8.0,2.8
94004,9.0,5.1
94005,10.0,3.6
94006,13.0,3.3
94007,17.0,5.5
94008,17.0,2.5
95001,,
95002,8.0,5.5
95003,12.0,3.6
95004,16.0,2.2
95005,10.0,4.4
95006,11.0,2.2
95007,11.0,3.5
95008,14.0,2.4
95009,13.0,4.4
950010,13.0,3.7
950011,11.0,5.3
960011,12.0,2.4
960012,11.0,4.4
960013,6.0,3.5
960014,12.0,3.5
960021,8.0,1.3
960022,5.0,2.1
960023,8.0,1.8
960024,6.0,1.7
960025,6.0,2.6
960031,11.0,3.1
960032,9.0,3.6
960033,10.0,3.0
960034,11.0,4.9
970011,13.0,3.5
970012,17.0,5.6
970013,16.0,4.1
970014,16.0,3.2
970015,14.0,2.8
970021,14.0,5.4
970022,19.0,4.5
970023,14.0,5.4
970024,13.0,3.3
970031,17.0,4.9
970032,17.0,1.4
970033,13.0,2.1
970034,,
98001,13.0,3.3
98002,16.0,3.0
98003,15.0,4.1
98004,15.0,1.6
100010,,
100020,,
100030,,
100040,,
100060,,
100070,,
100080,,
100090,,
100120,,
100130,,
100140,,
100150,,
100160,,
100180,,
100200,,
100250,,
100260,,
100290,,
100300,,
100310,,
100320,,
100330,,
100340,,
100350,,
100360,,
100370,,
100380,,
100390,,
100400,,
100410,,
100420,,
100480,,
100500,,
100510,,
100520,,
100530,,
100540,,
100550,,
100560,,
100710,,
